creator_id,periodo,periodo_inicio,periodo_fim,gmv_bruto,gmv_liquido,reembolso,refund_pct,pedidos,aov,videos,lives,comissao,tier,status_reembolso,comissao_calculada,_fonte,items_vendidos,items_reembolsados,media_diaria,amostras,gmv_atribuido_ao_criador,itens_vendidos_atribuidos_ao_criador
ATILEYFERNANDES,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,9,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ATLMDT2,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
AURORAINDICA_TKS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
AURORASHOP75,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
AURORASHOP_OFC,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
AVITRINE77,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
AYASMINOLIVEIRA1,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
AZEVEDO.ELIANE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BABI.MARTINS.2026,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,14,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BABIMONTENARIO,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BARBARAMIRANDASHOP,2026-04,2026-04-01,2026-04-30,644.82,485.32000000000005,159.5,24.74,8,80.6,2,0,62.38,Ferro,sem_dado,24.27,tiktok_seller_center,8,2,1,0,,
BATIVERSO,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BAZARDOTIKTOK1,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,23,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BBRUALVESS,2026-04,2026-04-01,2026-04-30,165.11,165.11,0.0,0.0,2,82.56,1,0,15.82,Ferro,sem_dado,8.26,tiktok_seller_center,2,0,1,0,,
BEATRIZ.FERNANDES151,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BEATRIZBONILHALIMA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BEATRIZCORR46,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BEATRIZIGLESIAS150,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BEATRIZMCAVALCANTE,2026-04,2026-04-01,2026-04-30,80.15,80.15,0.0,0.0,1,80.15,0,0,6.39,Ferro,sem_dado,4.01,tiktok_seller_center,1,0,1,0,,
BEATRIZNUNES_23,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BEATTRIZTOSSAN,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BECCAJUMP,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,13,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELA.ESSENCIASTORE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,17,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELAMODASHOPP,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,6,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELINHATIKSHOP,2026-04,2026-04-01,2026-04-30,97.75,97.75,0.0,0.0,1,97.75,0,0,9.49,Ferro,sem_dado,4.89,tiktok_seller_center,1,0,1,0,,
BELLA.CRISTALDO,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELLA.URBANAAA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELLACHIC025,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELLAFONSE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,20,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELLALOOKSCLOSET,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELLAMONTEIRO777,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,8,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BELLEZARONI,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BEMESTAR.OFC1,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BENJU047,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BENTOSHOP,2026-04,2026-04-01,2026-04-30,79.9,79.9,0.0,0.0,1,79.9,0,0,7.99,Ferro,sem_dado,4.0,tiktok_seller_center,1,0,1,0,,
BERTTINACREATOR,2026-04,2026-04-01,2026-04-30,74.73,74.73,0.0,0.0,1,74.73,2,0,7.99,Ferro,sem_dado,3.74,tiktok_seller_center,1,0,1,0,,
BETEDAMASOFICIAL,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIA07859,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIAALCANTARAOFICIAL,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIAFIGUEIREDOFAV,2026-04,2026-04-01,2026-04-30,85.66,85.66,0.0,0.0,1,85.66,0,0,7.99,Ferro,sem_dado,4.28,tiktok_seller_center,1,0,1,0,,
BIALUZZMODAS,2026-04,2026-04-01,2026-04-30,2129.0,1733.07,395.93,18.6,26,81.88,0,0,144.48,Ferro,sem_dado,86.65,tiktok_seller_center,26,5,1,0,,
BIAMAGALHS0,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIAMTTCREATOR,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,28,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIANCA.GTZ92,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIANCA.HASSS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,3,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIANCASANTOSS16,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,10,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIARIBEIRO258,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIASOUZA.SANT,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,50,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIATAVARES98,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BIAVERSAODAILY,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,4,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BILA.BREVE,2026-04,2026-04-01,2026-04-30,156.69,156.69,0.0,0.0,1,156.69,4,0,12.17,Ferro,sem_dado,7.83,tiktok_seller_center,2,0,1,0,,
BISCUIT.DA.EDI,2026-04,2026-04-01,2026-04-30,2070.27,1475.26,595.01,28.74,25,82.81,2,36,203.76,Ferro,sem_dado,73.76,tiktok_seller_center,25,7,1,0,,
BJ.LAVIA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,7,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BKOSZ776,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BOMEBARATOSHOP0,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRASIL.BRAZA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRENDA.LUIZA5,2026-04,2026-04-01,2026-04-30,274.7,274.7,0.0,0.0,2,137.35,12,0,28.47,Ferro,sem_dado,13.73,tiktok_seller_center,3,0,1,0,,
BRENDA.SHOP01,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRENDA.THEBLUSHLAB,2026-04,2026-04-01,2026-04-30,186.87,186.87,0.0,0.0,2,93.44,7,0,15.42,Ferro,sem_dado,9.34,tiktok_seller_center,2,0,1,0,,
BRENDAANDRADEE.R,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRENDAELOI18,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRIELLAFONTONELLE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRISALIMA06,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,6,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRSAANTOS_,2026-04,2026-04-01,2026-04-30,86.39,86.39,0.0,0.0,1,86.39,0,13,7.91,Ferro,sem_dado,4.32,tiktok_seller_center,1,0,1,0,,
BRUDUARTECREATOR,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,5,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUNA.COMPARTILHA,2026-04,2026-04-01,2026-04-30,88.49,88.49,0.0,0.0,1,88.49,1,10,6.4,Ferro,sem_dado,4.42,tiktok_seller_center,1,0,1,0,,
BRUNAARAUJO_26,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUNACALDEIRA10,2026-04,2026-04-01,2026-04-30,89.9,89.9,0.0,0.0,1,89.9,0,2,7.59,Ferro,sem_dado,4.5,tiktok_seller_center,1,0,1,0,,
BRUNACORREATIKTOKSHOP,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUNAEKAUEINDICA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUNAELIANEPERAL,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUNASILVAINDICA,2026-04,2026-04-01,2026-04-30,2761.69,2449.11,312.58,11.32,35,78.91,1,48,270.21,Bronze,sem_dado,171.44,tiktok_seller_center,35,4,1,0,,
BRUNASILVESTRE94,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUNATOZY,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,26,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUNOMEZENGATIKTOKSHOP,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BRUOLIVEIRAPAIVA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,5,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BSZINDICA,2026-04,2026-04-01,2026-04-30,84.28,84.28,0.0,0.0,1,84.28,1,0,6.39,Ferro,sem_dado,4.21,tiktok_seller_center,1,0,1,0,,
BUY_BUY_SHOP,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BY.JOELMALIMA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BYALANESHOP,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BYCAROLGOUVEA,2026-04,2026-04-01,2026-04-30,74.9,74.9,0.0,0.0,1,74.9,0,0,7.91,Ferro,sem_dado,3.75,tiktok_seller_center,1,0,1,0,,
BYELENSANTOSS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BYGABIVIANNA,2026-04,2026-04-01,2026-04-30,194.3,194.3,0.0,0.0,2,97.15,3,0,18.8,Ferro,sem_dado,9.72,tiktok_seller_center,2,0,1,0,,
BYHELENZINHAINDICA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BYJESSICANASCIMENTO,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BY_ELOMENDES,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
BZOAYD8,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
C2J8K9,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
C3HXVI4TN6,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CACAUABRAAO,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CADURESEND3,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAH.VALENT,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMICAJE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMILA.GOMES267,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMILA.INDICA09,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,4,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMILACHRISTINE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMILADAIARA1,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMILAMAGALDI,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMILAREISAF,2026-04,2026-04-01,2026-04-30,80.7,80.7,0.0,0.0,1,80.7,0,6,7.99,Ferro,sem_dado,4.04,tiktok_seller_center,1,0,1,0,,
CAMILASANTOS._,2026-04,2026-04-01,2026-04-30,79.6,79.6,0.0,0.0,1,79.6,0,0,7.99,Ferro,sem_dado,3.98,tiktok_seller_center,1,0,1,0,,
CAMILASOUZAOF,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAMILAVALEBIO,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CANTINHO.DAS.IDEIAS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CANTINHODACASA21,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARINA4151,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,14,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARINABA89,2026-04,2026-04-01,2026-04-30,107.4,2.010000000000005,105.39,98.13,1,107.4,0,4,7.59,Ferro,sem_dado,0.1,tiktok_seller_center,1,1,1,0,,
CARINECMV,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,26,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARINECMV2,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,6,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARINEVGARCIA,2026-04,2026-04-01,2026-04-30,84.48,84.48,0.0,0.0,1,84.48,2,0,7.19,Ferro,sem_dado,4.22,tiktok_seller_center,1,0,1,0,,
CARLA.FERNANDINHA1,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARLAF.BITENCOURT,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,69,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARLAROCCO13,2026-04,2026-04-01,2026-04-30,90.7,90.7,0.0,0.0,1,90.7,0,0,7.99,Ferro,sem_dado,4.54,tiktok_seller_center,1,0,1,0,,
CARLASALESTIKSHOP,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARLASTEFAANY,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARLAVIANAINDICA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,20,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARLA_DOS_SANTOS94,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARLINEMATOSOFICIAL,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARLLAEVANGELISTA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,9,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROL.DICAS55,2026-04,2026-04-01,2026-04-30,93.09,93.09,0.0,0.0,1,93.09,0,0,7.59,Ferro,sem_dado,4.65,tiktok_seller_center,1,0,1,0,,
CAROLCATOIABROGGIO,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLFORNARIBEHM,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINAARAUJOCALEMBE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINAMAROSTEGA_,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINANOGUEIRABARCELOS,2026-04,2026-04-01,2026-04-30,90.88,0.0,90.88,100.0,1,90.88,1,19,7.51,Ferro,sem_dado,0.0,tiktok_seller_center,1,1,1,0,,
CAROLINAVIANAAA,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,8,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINECASONE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINEH.DICAS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINEMENESESOFICIAL,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,5,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINE_DICAS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLINE_VALIM,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLIZESE,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,5,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLLE.ACHADINHOS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLMOTAAC,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLMSW6,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLNARIZINHO,2026-04,2026-04-01,2026-04-30,83.62,83.62,0.0,0.0,1,83.62,3,0,6.39,Ferro,sem_dado,4.18,tiktok_seller_center,1,0,1,0,,
CAROLOLIIVEIIRA2,2026-04,2026-04-01,2026-04-30,81.1,81.1,0.0,0.0,1,81.1,0,1,7.99,Ferro,sem_dado,4.05,tiktok_seller_center,1,0,1,0,,
CAROLROSSONI,2026-04,2026-04-01,2026-04-30,480.2,320.4,159.8,33.28,6,80.03,10,0,47.94,Ferro,sem_dado,16.02,tiktok_seller_center,6,2,1,0,,
CAROLTIKTOK455,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROLXCREATORSHOP,2026-04,2026-04-01,2026-04-30,177.56,177.56,0.0,0.0,1,177.56,0,0,15.82,Ferro,sem_dado,8.88,tiktok_seller_center,2,0,1,0,,
CAROL_SHOP.BRASIL,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CAROL__AMARALL,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,12,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CARY_BARBS,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
CASACOMPROPOSITO95,2026-04,2026-04-01,2026-04-30,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
