id,creator,data,content_type,gmv,comissao,pedidos,itens
clau_1604|2026-04-09|LINKSHARE,clau_1604,2026-04-09,LINKSHARE,79.9,7.99,1,1
laizaborgesf|2026-04-09|LINKSHARE,laizaborgesf,2026-04-09,LINKSHARE,72.19,5.78,1,1
taniaribeiro_creator|2026-04-09|VIDEO,taniaribeiro_creator,2026-04-09,VIDEO,72.19,7.22,1,1
euvivianeborges|2026-04-09|LINKSHARE,euvivianeborges,2026-04-09,LINKSHARE,72.19,7.22,1,1
tacianecreator|2026-04-09|LIVE,tacianecreator,2026-04-09,LIVE,69.99,7.0,1,1
tacianecreator|2026-04-10|LIVE,tacianecreator,2026-04-10,LIVE,3969.17,360.98,52,56
tacianecreator|2026-04-10|VIDEO,tacianecreator,2026-04-10,VIDEO,3242.02,117.54,38,41
thainabeautyoficial|2026-04-10|VIDEO,thainabeautyoficial,2026-04-10,VIDEO,2061.98,63.15,26,26
psi.mirellarodrigues|2026-04-10|LIVE,psi.mirellarodrigues,2026-04-10,LIVE,1109.76,110.99,15,15
ericamcabeluda|2026-04-10|VIDEO,ericamcabeluda,2026-04-10,VIDEO,1023.28,94.34,13,13
laianenovaisss|2026-04-10|VIDEO,laianenovaisss,2026-04-10,VIDEO,863.48,38.41,10,11
pattylazzarotto|2026-04-10|VIDEO,pattylazzarotto,2026-04-10,VIDEO,821.29,32.69,10,10
natmarquesvi|2026-04-10|VIDEO,natmarquesvi,2026-04-10,VIDEO,794.64,24.98,9,9
escuta.amiga|2026-04-10|LIVE,escuta.amiga,2026-04-10,LIVE,775.87,77.59,10,10
numarchi|2026-04-10|VIDEO,numarchi,2026-04-10,VIDEO,479.49,39.96,6,6
nati_sus|2026-04-10|VIDEO,nati_sus,2026-04-10,VIDEO,474.5,47.45,4,5
natmarquesvi|2026-04-10|LIVE,natmarquesvi,2026-04-10,LIVE,439.76,43.98,6,6
alinecavanellas|2026-04-10|VIDEO,alinecavanellas,2026-04-10,VIDEO,429.5,33.46,5,5
someoneduda|2026-04-10|VIDEO,someoneduda,2026-04-10,VIDEO,399.5,15.98,5,5
bialuzzmodas|2026-04-10|VIDEO,bialuzzmodas,2026-04-10,VIDEO,384.08,30.42,5,5
monicap.pereira|2026-04-10|VIDEO,monicap.pereira,2026-04-10,VIDEO,379.6,0.0,4,4
jessicamesant|2026-04-10|VIDEO,jessicamesant,2026-04-10,VIDEO,374.69,18.98,4,4
chay.martns|2026-04-10|LIVE,chay.martns,2026-04-10,LIVE,319.6,25.56,1,4
gleysaaguiar|2026-04-10|VIDEO,gleysaaguiar,2026-04-10,VIDEO,239.7,7.99,3,3
lari.quaresma|2026-04-10|VIDEO,lari.quaresma,2026-04-10,VIDEO,239.7,23.97,2,3
arenatajardim|2026-04-10|VIDEO,arenatajardim,2026-04-10,VIDEO,239.7,23.97,3,3
irisvitrine|2026-04-10|LIVE,irisvitrine,2026-04-10,LIVE,229.79,18.38,3,3
gab_caroline|2026-04-10|VIDEO,gab_caroline,2026-04-10,VIDEO,229.79,22.98,3,3
yasmin.aoliveira|2026-04-10|VIDEO,yasmin.aoliveira,2026-04-10,VIDEO,189.8,9.49,2,2
adv.dayane|2026-04-10|LIVE,adv.dayane,2026-04-10,LIVE,159.8,15.98,2,2
escuta.amiga|2026-04-10|VIDEO,escuta.amiga,2026-04-10,VIDEO,159.8,7.99,2,2
hitalasantiago|2026-04-10|VIDEO,hitalasantiago,2026-04-10,VIDEO,159.8,0.0,2,2
lidikpf6|2026-04-10|VIDEO,lidikpf6,2026-04-10,VIDEO,159.8,7.99,2,2
.familiapimentel|2026-04-10|VIDEO,.familiapimentel,2026-04-10,VIDEO,159.8,0.0,2,2
maritips_|2026-04-10|VIDEO,maritips_,2026-04-10,VIDEO,152.09,15.21,2,2
barbaramirandashop|2026-04-10|VIDEO,barbaramirandashop,2026-04-10,VIDEO,144.38,14.44,2,2
danijeans|2026-04-10|LIVE,danijeans,2026-04-10,LIVE,139.98,14.0,2,2
laryoliveiira_|2026-04-10|VIDEO,laryoliveiira_,2026-04-10,VIDEO,94.9,0.0,1,1
alinemendespsi|2026-04-10|LIVE,alinemendespsi,2026-04-10,LIVE,94.9,9.49,1,1
leticiatsec|2026-04-10|VIDEO,leticiatsec,2026-04-10,VIDEO,94.9,9.49,1,1
mallenadepaula|2026-04-10|LIVE,mallenadepaula,2026-04-10,LIVE,94.9,9.49,1,1
laryoliveiira_|2026-04-10|LIVE,laryoliveiira_,2026-04-10,LIVE,94.9,9.49,1,1
monicaestephanio|2026-04-10|SHOP,monicaestephanio,2026-04-10,SHOP,94.9,9.49,1,1
eu.lidiannemartins|2026-04-10|VIDEO,eu.lidiannemartins,2026-04-10,VIDEO,94.9,9.49,1,1
francruz.26|2026-04-10|VIDEO,francruz.26,2026-04-10,VIDEO,89.99,0.0,1,1
gabbizie|2026-04-10|VIDEO,gabbizie,2026-04-10,VIDEO,89.99,0.0,1,1
taniaribeiro_creator|2026-04-10|VIDEO,taniaribeiro_creator,2026-04-10,VIDEO,79.9,7.99,1,1
priscilaluisasantos|2026-04-10|LINKSHARE,priscilaluisasantos,2026-04-10,LINKSHARE,79.9,6.39,1,1
crisglow6|2026-04-10|LINKSHARE,crisglow6,2026-04-10,LINKSHARE,79.9,7.99,1,1
carolrossoni|2026-04-10|VIDEO,carolrossoni,2026-04-10,VIDEO,79.9,7.99,1,1
karolcasapratica|2026-04-10|LINKSHARE,karolcasapratica,2026-04-10,LINKSHARE,79.9,6.39,1,1
vaniacardoso86|2026-04-10|SHOP,vaniacardoso86,2026-04-10,SHOP,79.9,6.39,1,1
psi.mirellarodrigues|2026-04-10|VIDEO,psi.mirellarodrigues,2026-04-10,VIDEO,79.9,0.0,1,1
aquilalemos2|2026-04-10|SHOP,aquilalemos2,2026-04-10,SHOP,79.9,7.99,1,1
mo.joanaa|2026-04-10|VIDEO,mo.joanaa,2026-04-10,VIDEO,79.9,7.99,1,1
silsantiagotrc|2026-04-10|VIDEO,silsantiagotrc,2026-04-10,VIDEO,79.9,7.99,1,1
larisshopcreator|2026-04-10|VIDEO,larisshopcreator,2026-04-10,VIDEO,79.9,7.99,1,1
lohaannaverlingue|2026-04-10|LINKSHARE,lohaannaverlingue,2026-04-10,LINKSHARE,79.9,7.99,1,1
shopvendas11|2026-04-10|SHOP,shopvendas11,2026-04-10,SHOP,79.9,6.39,1,1
espacodeboranayane|2026-04-10|LINKSHARE,espacodeboranayane,2026-04-10,LINKSHARE,72.19,7.22,1,1
psi.mirellarodrigues|2026-04-11|LIVE,psi.mirellarodrigues,2026-04-11,LIVE,7197.86,719.87,91,97
tacianecreator|2026-04-11|VIDEO,tacianecreator,2026-04-11,VIDEO,2187.3,34.96,26,27
ericamcabeluda|2026-04-11|VIDEO,ericamcabeluda,2026-04-11,VIDEO,1103.18,87.12,14,14
thainabeautyoficial|2026-04-11|VIDEO,thainabeautyoficial,2026-04-11,VIDEO,958.8,71.91,11,12
danijeans|2026-04-11|LIVE,danijeans,2026-04-11,LIVE,629.91,63.0,9,9
natmarquesvi|2026-04-11|LIVE,natmarquesvi,2026-04-11,LIVE,509.93,52.6,7,7
alinecavanellas|2026-04-11|VIDEO,alinecavanellas,2026-04-11,VIDEO,444.5,34.96,4,5
natmarquesvi|2026-04-11|VIDEO,natmarquesvi,2026-04-11,VIDEO,359.69,17.48,4,4
numarchi|2026-04-11|VIDEO,numarchi,2026-04-11,VIDEO,319.6,23.97,4,4
thami.brambilla|2026-04-11|VIDEO,thami.brambilla,2026-04-11,VIDEO,319.6,31.96,4,4
leticiatsec|2026-04-11|VIDEO,leticiatsec,2026-04-11,VIDEO,284.7,28.47,3,3
monicap.pereira|2026-04-11|VIDEO,monicap.pereira,2026-04-11,VIDEO,254.79,25.48,2,3
laianenovaisss|2026-04-11|VIDEO,laianenovaisss,2026-04-11,VIDEO,247.08,24.71,3,3
pattylazzarotto|2026-04-11|VIDEO,pattylazzarotto,2026-04-11,VIDEO,224.28,15.21,3,3
tacianecreator|2026-04-11|LIVE,tacianecreator,2026-04-11,LIVE,209.97,21.0,3,3
someoneduda|2026-04-11|VIDEO,someoneduda,2026-04-11,VIDEO,159.8,15.98,1,2
gabbizie|2026-04-11|VIDEO,gabbizie,2026-04-11,VIDEO,159.8,15.98,2,2
laizaborgesferrari|2026-04-11|LIVE,laizaborgesferrari,2026-04-11,LIVE,159.8,15.98,2,2
silsantiagotrc|2026-04-11|VIDEO,silsantiagotrc,2026-04-11,VIDEO,159.8,15.98,2,2
adanicardoso|2026-04-11|SHOP,adanicardoso,2026-04-11,SHOP,159.8,12.78,1,2
patricia.felipe.r8|2026-04-11|LIVE,patricia.felipe.r8,2026-04-11,LIVE,159.8,15.98,1,2
yoariadny|2026-04-11|LINKSHARE,yoariadny,2026-04-11,LINKSHARE,119.9,11.99,1,1
ml5lhbazc2|2026-04-11|VIDEO,ml5lhbazc2,2026-04-11,VIDEO,94.9,7.59,1,1
yasmin.aoliveira|2026-04-11|VIDEO,yasmin.aoliveira,2026-04-11,VIDEO,94.9,0.0,1,1
brunasilvaindica|2026-04-11|LIVE,brunasilvaindica,2026-04-11,LIVE,79.9,7.99,1,1
athaisfavero|2026-04-11|VIDEO,athaisfavero,2026-04-11,VIDEO,79.9,7.99,1,1
gislene.custodiosrv|2026-04-11|SHOP,gislene.custodiosrv,2026-04-11,SHOP,79.9,6.39,1,1
compreia|2026-04-11|VIDEO,compreia,2026-04-11,VIDEO,79.9,7.99,1,1
bbrualvess|2026-04-11|VIDEO,bbrualvess,2026-04-11,VIDEO,79.9,7.99,1,1
mah_baptista19|2026-04-11|SHOP,mah_baptista19,2026-04-11,SHOP,79.9,6.39,1,1
fggutyy2|2026-04-11|VIDEO,fggutyy2,2026-04-11,VIDEO,79.9,0.0,1,1
jd_top_shop|2026-04-11|SHOP,jd_top_shop,2026-04-11,SHOP,79.9,7.99,1,1
livia.gmcamargo|2026-04-11|VIDEO,livia.gmcamargo,2026-04-11,VIDEO,79.9,7.99,1,1
jessicamesant|2026-04-11|VIDEO,jessicamesant,2026-04-11,VIDEO,79.9,7.99,1,1
marinatheesr|2026-04-11|VIDEO,marinatheesr,2026-04-11,VIDEO,79.9,7.99,1,1
.familiapimentel|2026-04-11|VIDEO,.familiapimentel,2026-04-11,VIDEO,79.9,7.99,1,1
marcelo.o.oliveira|2026-04-11|VIDEO,marcelo.o.oliveira,2026-04-11,VIDEO,79.9,0.0,1,1
gleysaaguiar|2026-04-11|VIDEO,gleysaaguiar,2026-04-11,VIDEO,79.9,0.0,1,1
bialuzzmodas|2026-04-11|VIDEO,bialuzzmodas,2026-04-11,VIDEO,79.9,7.99,1,1
taniaribeiro_creator|2026-04-11|VIDEO,taniaribeiro_creator,2026-04-11,VIDEO,79.9,7.99,1,1
brunasilvaindica|2026-04-11|SHOP,brunasilvaindica,2026-04-11,SHOP,72.19,7.22,1,1
irisvitrine|2026-04-11|LIVE,irisvitrine,2026-04-11,LIVE,72.19,5.78,1,1
redlampes|2026-04-11|LIVE,redlampes,2026-04-11,LIVE,72.19,7.22,1,1
psi.mirellarodrigues|2026-04-12|LIVE,psi.mirellarodrigues,2026-04-12,LIVE,10350.05,1035.13,127,134
tacianecreator|2026-04-12|VIDEO,tacianecreator,2026-04-12,VIDEO,1203.17,78.87,14,15
numarchi|2026-04-12|VIDEO,numarchi,2026-04-12,VIDEO,631.49,63.15,8,8
thainabeautyoficial|2026-04-12|VIDEO,thainabeautyoficial,2026-04-12,VIDEO,551.59,55.16,6,7
alinecavanellas|2026-04-12|VIDEO,alinecavanellas,2026-04-12,VIDEO,509.4,50.94,5,6
nara.e.borges|2026-04-12|LIVE,nara.e.borges,2026-04-12,LIVE,489.49,39.15,5,6
natmarquesvi|2026-04-12|VIDEO,natmarquesvi,2026-04-12,VIDEO,486.78,48.68,6,6
ericamcabeluda|2026-04-12|VIDEO,ericamcabeluda,2026-04-12,VIDEO,479.4,47.94,6,6
.familiapimentel|2026-04-12|VIDEO,.familiapimentel,2026-04-12,VIDEO,319.6,15.98,3,4
pattylazzarotto|2026-04-12|VIDEO,pattylazzarotto,2026-04-12,VIDEO,319.6,31.96,4,4
laianenovaisss|2026-04-12|VIDEO,laianenovaisss,2026-04-12,VIDEO,319.6,31.96,4,4
someoneduda|2026-04-12|VIDEO,someoneduda,2026-04-12,VIDEO,239.7,15.98,3,3
natmarquesvi|2026-04-12|LIVE,natmarquesvi,2026-04-12,LIVE,229.88,22.99,3,3
jessicamesant|2026-04-12|VIDEO,jessicamesant,2026-04-12,VIDEO,189.8,18.98,2,2
isapires.indica|2026-04-12|LIVE,isapires.indica,2026-04-12,LIVE,189.8,18.98,2,2
lidikpf6|2026-04-12|VIDEO,lidikpf6,2026-04-12,VIDEO,159.8,15.98,2,2
gabbizie|2026-04-12|VIDEO,gabbizie,2026-04-12,VIDEO,159.8,15.98,2,2
arenatajardim|2026-04-12|VIDEO,arenatajardim,2026-04-12,VIDEO,159.8,15.98,2,2
escuta.amiga|2026-04-12|VIDEO,escuta.amiga,2026-04-12,VIDEO,159.8,15.98,2,2
nubiarodrigues8|2026-04-12|LIVE,nubiarodrigues8,2026-04-12,LIVE,79.9,7.99,1,1
compreia|2026-04-12|VIDEO,compreia,2026-04-12,VIDEO,79.9,7.99,1,1
ocasalempreendedor0|2026-04-12|LIVE,ocasalempreendedor0,2026-04-12,LIVE,79.9,6.39,1,1
larissapachecoindica|2026-04-12|VIDEO,larissapachecoindica,2026-04-12,VIDEO,79.9,7.99,1,1
vanessarrferreiraa|2026-04-12|SHOP,vanessarrferreiraa,2026-04-12,SHOP,79.9,7.99,1,1
thami.brambilla|2026-04-12|VIDEO,thami.brambilla,2026-04-12,VIDEO,79.9,7.99,1,1
ceciliamanttovani|2026-04-12|VIDEO,ceciliamanttovani,2026-04-12,VIDEO,79.9,7.99,1,1
rosianealmeida104|2026-04-12|LIVE,rosianealmeida104,2026-04-12,LIVE,79.9,7.99,1,1
marisa.vianad|2026-04-12|LIVE,marisa.vianad,2026-04-12,LIVE,79.9,6.39,1,1
karitas.devillart|2026-04-12|VIDEO,karitas.devillart,2026-04-12,VIDEO,79.9,7.99,1,1
shop.camilamartins|2026-04-12|SHOP,shop.camilamartins,2026-04-12,SHOP,79.9,7.99,1,1
alannalavinia.xavier|2026-04-12|LIVE,alannalavinia.xavier,2026-04-12,LIVE,79.9,6.39,1,1
talitabrazsouza|2026-04-12|LIVE,talitabrazsouza,2026-04-12,LIVE,79.9,7.99,1,1
neinhacourashop|2026-04-12|LIVE,neinhacourashop,2026-04-12,LIVE,79.9,7.99,1,1
diarioda_juu|2026-04-12|LINKSHARE,diarioda_juu,2026-04-12,LINKSHARE,72.19,7.22,1,1
athaisfavero|2026-04-12|SHOP,athaisfavero,2026-04-12,SHOP,72.19,7.22,1,1
psi.mirellarodrigues|2026-04-13|LIVE,psi.mirellarodrigues,2026-04-13,LIVE,2279.26,226.05,28,29
tacianecreator|2026-04-13|VIDEO,tacianecreator,2026-04-13,VIDEO,559.3,39.95,7,7
ericamcabeluda|2026-04-13|VIDEO,ericamcabeluda,2026-04-13,VIDEO,471.69,47.17,6,6
natmarquesvi|2026-04-13|VIDEO,natmarquesvi,2026-04-13,VIDEO,401.88,40.19,4,5
numarchi|2026-04-13|VIDEO,numarchi,2026-04-13,VIDEO,399.59,39.96,5,5
laianenovaisss|2026-04-13|VIDEO,laianenovaisss,2026-04-13,VIDEO,399.5,31.96,4,5
talitabrazsouza|2026-04-13|LIVE,talitabrazsouza,2026-04-13,LIVE,304.18,30.42,3,4
leticiatsec|2026-04-13|VIDEO,leticiatsec,2026-04-13,VIDEO,284.7,28.47,3,3
alinecavanellas|2026-04-13|VIDEO,alinecavanellas,2026-04-13,VIDEO,269.7,17.48,3,3
someoneduda|2026-04-13|VIDEO,someoneduda,2026-04-13,VIDEO,239.7,23.97,3,3
silsantiagotrc|2026-04-13|VIDEO,silsantiagotrc,2026-04-13,VIDEO,239.7,23.97,3,3
thainabeautyoficial|2026-04-13|VIDEO,thainabeautyoficial,2026-04-13,VIDEO,231.99,23.2,3,3
gabbizie|2026-04-13|VIDEO,gabbizie,2026-04-13,VIDEO,174.8,9.49,2,2
pattylazzarotto|2026-04-13|VIDEO,pattylazzarotto,2026-04-13,VIDEO,174.8,17.48,2,2
natmarquesvi|2026-04-13|LIVE,natmarquesvi,2026-04-13,LIVE,159.98,19.2,2,2
psi.mirellarodrigues|2026-04-13|VIDEO,psi.mirellarodrigues,2026-04-13,VIDEO,159.8,7.99,2,2
.familiapimentel|2026-04-13|VIDEO,.familiapimentel,2026-04-13,VIDEO,159.8,15.98,2,2
stte.__|2026-04-13|LIVE,stte.__,2026-04-13,LIVE,159.8,15.98,2,2
revendeshop|2026-04-13|VIDEO,revendeshop,2026-04-13,VIDEO,159.8,15.98,1,2
lidikpf6|2026-04-13|VIDEO,lidikpf6,2026-04-13,VIDEO,152.09,15.21,2,2
adv.dayane|2026-04-13|LIVE,adv.dayane,2026-04-13,LIVE,144.8,14.48,2,2
nati_sus|2026-04-13|VIDEO,nati_sus,2026-04-13,VIDEO,94.9,9.49,1,1
tacirecomenda|2026-04-13|VIDEO,tacirecomenda,2026-04-13,VIDEO,89.99,9.0,1,1
danijeans|2026-04-13|LIVE,danijeans,2026-04-13,LIVE,79.99,8.0,1,1
michellerocha.n|2026-04-13|VIDEO,michellerocha.n,2026-04-13,VIDEO,79.9,7.99,1,1
bentoshop|2026-04-13|VIDEO,bentoshop,2026-04-13,VIDEO,79.9,7.99,1,1
nara.e.borges|2026-04-13|LIVE,nara.e.borges,2026-04-13,LIVE,79.9,6.39,1,1
thami.brambilla|2026-04-13|VIDEO,thami.brambilla,2026-04-13,VIDEO,79.9,7.99,1,1
escuta.amiga|2026-04-13|LIVE,escuta.amiga,2026-04-13,LIVE,79.9,7.99,1,1
larisshopcreator|2026-04-13|VIDEO,larisshopcreator,2026-04-13,VIDEO,79.9,7.99,1,1
o.que.voce.faria.2026|2026-04-13|LINKSHARE,o.que.voce.faria.2026,2026-04-13,LINKSHARE,79.9,6.39,1,1
vivianepedrolife|2026-04-13|SHOP,vivianepedrolife,2026-04-13,SHOP,79.9,7.99,1,1
taniaribeiro_creator|2026-04-13|VIDEO,taniaribeiro_creator,2026-04-13,VIDEO,79.9,7.99,1,1
mendesamanda.m|2026-04-13|VIDEO,mendesamanda.m,2026-04-13,VIDEO,79.9,6.39,1,1
escuta.amiga|2026-04-13|VIDEO,escuta.amiga,2026-04-13,VIDEO,79.9,7.99,1,1
maryalves.euu|2026-04-13|LIVE,maryalves.euu,2026-04-13,LIVE,79.9,6.39,1,1
gab_caroline|2026-04-13|VIDEO,gab_caroline,2026-04-13,VIDEO,79.9,7.99,1,1
pattylazzarotto|2026-04-13|LINKSHARE,pattylazzarotto,2026-04-13,LINKSHARE,72.19,7.22,1,1
thaystuberr|2026-04-13|LINKSHARE,thaystuberr,2026-04-13,LINKSHARE,72.19,5.78,1,1
psi.mirellarodrigues|2026-04-14|LIVE,psi.mirellarodrigues,2026-04-14,LIVE,10677.42,1057.08,137,150
tacianecreator|2026-04-14|VIDEO,tacianecreator,2026-04-14,VIDEO,4478.23,118.27,54,56
thainabeautyoficial|2026-04-14|VIDEO,thainabeautyoficial,2026-04-14,VIDEO,3265.99,127.84,39,41
tacianecreator|2026-04-14|LIVE,tacianecreator,2026-04-14,LIVE,3159.46,294.99,41,45
laianenovaisss|2026-04-14|VIDEO,laianenovaisss,2026-04-14,VIDEO,2549.09,63.15,32,32
alinecavanellas|2026-04-14|VIDEO,alinecavanellas,2026-04-14,VIDEO,1823.0,49.44,20,20
pattylazzarotto|2026-04-14|VIDEO,pattylazzarotto,2026-04-14,VIDEO,1616.0,49.74,20,20
someoneduda|2026-04-14|VIDEO,someoneduda,2026-04-14,VIDEO,1438.2,15.98,18,18
ericamcabeluda|2026-04-14|VIDEO,ericamcabeluda,2026-04-14,VIDEO,1213.08,53.99,15,15
natmarquesvi|2026-04-14|VIDEO,natmarquesvi,2026-04-14,VIDEO,935.25,93.53,12,12
talitabrazsouza|2026-04-14|LIVE,talitabrazsouza,2026-04-14,LIVE,878.9,87.89,11,11
thami.brambilla|2026-04-14|VIDEO,thami.brambilla,2026-04-14,VIDEO,709.29,54.95,8,8
arenatajardim|2026-04-14|VIDEO,arenatajardim,2026-04-14,VIDEO,531.77,53.18,6,7
numarchi|2026-04-14|VIDEO,numarchi,2026-04-14,VIDEO,479.4,31.96,6,6
leticiatsec|2026-04-14|VIDEO,leticiatsec,2026-04-14,VIDEO,284.7,28.47,3,3
nati_sus|2026-04-14|VIDEO,nati_sus,2026-04-14,VIDEO,269.7,26.97,3,3
silsantiagotrc|2026-04-14|VIDEO,silsantiagotrc,2026-04-14,VIDEO,254.7,15.98,3,3
adv.dayane|2026-04-14|LIVE,adv.dayane,2026-04-14,LIVE,242.08,24.21,3,3
.familiapimentel|2026-04-14|VIDEO,.familiapimentel,2026-04-14,VIDEO,239.7,0.0,3,3
gleysaaguiar|2026-04-14|VIDEO,gleysaaguiar,2026-04-14,VIDEO,239.7,0.0,3,3
natmarquesvi|2026-04-14|LIVE,natmarquesvi,2026-04-14,LIVE,219.88,21.99,3,3
jessicamesant|2026-04-14|VIDEO,jessicamesant,2026-04-14,VIDEO,189.8,18.98,2,2
shopdamonalisa|2026-04-14|LINKSHARE,shopdamonalisa,2026-04-14,LINKSHARE,189.8,18.98,2,2
robertakguilherme|2026-04-14|VIDEO,robertakguilherme,2026-04-14,VIDEO,174.8,17.48,2,2
danijeans|2026-04-14|VIDEO,danijeans,2026-04-14,VIDEO,159.98,8.0,2,2
lari.quaresma|2026-04-14|VIDEO,lari.quaresma,2026-04-14,VIDEO,159.8,15.98,2,2
bialuzzmodas|2026-04-14|VIDEO,bialuzzmodas,2026-04-14,VIDEO,159.8,7.99,2,2
jenifferpassos25|2026-04-14|LIVE,jenifferpassos25,2026-04-14,LIVE,159.8,15.98,2,2
compreia|2026-04-14|VIDEO,compreia,2026-04-14,VIDEO,152.09,15.21,2,2
eu.lidiannemartins|2026-04-14|VIDEO,eu.lidiannemartins,2026-04-14,VIDEO,94.9,0.0,1,1
danijeans|2026-04-14|LIVE,danijeans,2026-04-14,LIVE,94.9,9.49,1,1
monicap.pereira|2026-04-14|VIDEO,monicap.pereira,2026-04-14,VIDEO,94.9,0.0,1,1
fasampaioindica|2026-04-14|VIDEO,fasampaioindica,2026-04-14,VIDEO,94.9,9.49,1,1
tacirecomenda|2026-04-14|VIDEO,tacirecomenda,2026-04-14,VIDEO,89.99,9.0,1,1
hemilymendes0|2026-04-14|LINKSHARE,hemilymendes0,2026-04-14,LINKSHARE,82.9,6.63,1,1
comprasnottkshopp|2026-04-14|SHOP,comprasnottkshopp,2026-04-14,SHOP,79.99,6.4,1,1
lidikpf6|2026-04-14|VIDEO,lidikpf6,2026-04-14,VIDEO,79.9,7.99,1,1
gab_caroline|2026-04-14|VIDEO,gab_caroline,2026-04-14,VIDEO,79.9,7.99,1,1
julianasoares0307|2026-04-14|SHOP,julianasoares0307,2026-04-14,SHOP,79.9,7.99,1,1
nanacasagrandi|2026-04-14|LIVE,nanacasagrandi,2026-04-14,LIVE,79.9,7.99,1,1
fggutyy2|2026-04-14|VIDEO,fggutyy2,2026-04-14,VIDEO,79.9,0.0,1,1
maiaravieirap_|2026-04-14|SHOP,maiaravieirap_,2026-04-14,SHOP,79.9,6.39,1,1
mariaaugustareiss|2026-04-14|VIDEO,mariaaugustareiss,2026-04-14,VIDEO,79.9,7.99,1,1
cintia.thies|2026-04-14|VIDEO,cintia.thies,2026-04-14,VIDEO,79.9,7.99,1,1
eubarbararodrigues|2026-04-14|LIVE,eubarbararodrigues,2026-04-14,LIVE,79.9,7.99,1,1
matheuslimashop|2026-04-14|VIDEO,matheuslimashop,2026-04-14,VIDEO,79.9,0.0,1,1
—|2026-04-14|VIDEO,—,2026-04-14,VIDEO,79.9,7.99,1,1
hitalasantiago|2026-04-14|VIDEO,hitalasantiago,2026-04-14,VIDEO,79.9,0.0,1,1
mariabohrer|2026-04-14|VIDEO,mariabohrer,2026-04-14,VIDEO,79.9,7.99,1,1
rafaeleviviana|2026-04-14|LIVE,rafaeleviviana,2026-04-14,LIVE,79.9,7.99,1,1
neuzianeadv|2026-04-14|SHOP,neuzianeadv,2026-04-14,SHOP,79.9,6.39,1,1
larissapachecoindica|2026-04-14|VIDEO,larissapachecoindica,2026-04-14,VIDEO,79.9,7.99,1,1
kleobotelho|2026-04-14|LIVE,kleobotelho,2026-04-14,LIVE,79.9,7.99,1,1
taniaribeiro_creator|2026-04-14|VIDEO,taniaribeiro_creator,2026-04-14,VIDEO,79.9,7.99,1,1
estilo.de.milhoes|2026-04-14|VIDEO,estilo.de.milhoes,2026-04-14,VIDEO,79.9,7.99,1,1
thage.creatorshop|2026-04-14|LINKSHARE,thage.creatorshop,2026-04-14,LINKSHARE,79.9,6.39,1,1
francruz.26|2026-04-14|VIDEO,francruz.26,2026-04-14,VIDEO,79.9,7.99,1,1
lamaismariss|2026-04-14|SHOP,lamaismariss,2026-04-14,SHOP,72.19,7.22,1,1
maiconeandreia|2026-04-15|LIVE,maiconeandreia,2026-04-15,LIVE,24599.4,2952.35,326,351
tacianecreator|2026-04-15|VIDEO,tacianecreator,2026-04-15,VIDEO,5816.02,173.47,70,73
psi.mirellarodrigues|2026-04-15|LIVE,psi.mirellarodrigues,2026-04-15,LIVE,5778.56,572.53,71,81
thainabeautyoficial|2026-04-15|VIDEO,thainabeautyoficial,2026-04-15,VIDEO,4089.48,159.03,51,51
tacianecreator|2026-04-15|LIVE,tacianecreator,2026-04-15,LIVE,3369.08,307.96,39,47
laianenovaisss|2026-04-15|VIDEO,laianenovaisss,2026-04-15,VIDEO,2701.18,94.34,34,34
ericamcabeluda|2026-04-15|VIDEO,ericamcabeluda,2026-04-15,VIDEO,2316.68,166.25,28,29
natmarquesvi|2026-04-15|LIVE,natmarquesvi,2026-04-15,LIVE,1829.65,182.99,26,26
natmarquesvi|2026-04-15|VIDEO,natmarquesvi,2026-04-15,VIDEO,1653.41,132.91,18,20
someoneduda|2026-04-15|VIDEO,someoneduda,2026-04-15,VIDEO,1518.1,39.95,19,19
numarchi|2026-04-15|VIDEO,numarchi,2026-04-15,VIDEO,1213.86,113.39,14,15
pattylazzarotto|2026-04-15|VIDEO,pattylazzarotto,2026-04-15,VIDEO,1205.79,31.19,15,15
alinecavanellas|2026-04-15|VIDEO,alinecavanellas,2026-04-15,VIDEO,1038.28,88.62,13,13
.familiapimentel|2026-04-15|VIDEO,.familiapimentel,2026-04-15,VIDEO,1023.28,30.42,13,13
escuta.amiga|2026-04-15|VIDEO,escuta.amiga,2026-04-15,VIDEO,711.39,7.99,9,9
thami.brambilla|2026-04-15|VIDEO,thami.brambilla,2026-04-15,VIDEO,551.17,39.14,7,7
francruz.26|2026-04-15|VIDEO,francruz.26,2026-04-15,VIDEO,344.69,34.47,4,4
daily.beca|2026-04-15|VIDEO,daily.beca,2026-04-15,VIDEO,319.6,31.96,4,4
gab_caroline|2026-04-15|VIDEO,gab_caroline,2026-04-15,VIDEO,319.6,31.96,4,4
silsantiagotrc|2026-04-15|VIDEO,silsantiagotrc,2026-04-15,VIDEO,319.6,31.96,4,4
escuta.amiga|2026-04-15|LIVE,escuta.amiga,2026-04-15,LIVE,319.6,31.96,4,4
vanessa.pachalki|2026-04-15|LIVE,vanessa.pachalki,2026-04-15,LIVE,284.7,22.77,2,3
leticiatsec|2026-04-15|VIDEO,leticiatsec,2026-04-15,VIDEO,284.7,28.47,3,3
laryoliveiira_|2026-04-15|LIVE,laryoliveiira_,2026-04-15,LIVE,279.96,28.0,4,4
